airbnb_id,city,name,latitude,longitude,price,rating_overall,reviews_count,rating_stars,rating_accuracy,rating_communication,rating_cleanliness,rating_location,rating_checkin,rating_value,response_rate,response_time,acceptance_rate,room_type,bedrooms,beds,bathrooms,person_capacity,host_name,host_since,is_superhost,host_verified,url,data_source,last_review_date,availability_30,availability_60,availability_90,minimum_nights,maximum_nights
avignon_000438,Avignon,Hébergement entier - Avignon proche gare,43.862036,4.723794,108,4.43,219,4.4,4.35,4.46,4.14,4.77,4.6,4.07,88,moins de 12 heures,82,Logement entier,3,2,2.2,3,Host_11344,2013,False,True,https://www.airbnb.fr/rooms/avignon_000438,detailed_ratings,2022-09-26,13,53,80,1,34
avignon_000439,Avignon,Hébergement entier - Avignon proche commerces,44.041525,4.870796,115,4.73,173,4.7,4.85,4.78,4.69,4.77,5.0,4.77,92,quelques heures,87,Logement entier,1,3,1.9,4,Host_83664,2020,False,True,https://www.airbnb.fr/rooms/avignon_000439,detailed_ratings,2022-06-09,13,17,64,6,326
avignon_000440,Avignon,Calme chambre à Avignon,43.921638,4.835033,125,4.35,287,4.4,4.43,4.36,4.2,4.52,4.65,4.12,96,moins de 12 heures,84,Chambre privée,1,6,2.0,8,Host_81895,2013,False,True,https://www.airbnb.fr/rooms/avignon_000440,detailed_ratings,2023-09-21,14,17,46,6,123
avignon_000441,Avignon,Charmant chambre à Avignon,44.022782,4.72164,64,4.65,98,4.6,4.75,4.71,4.68,4.83,4.8,4.56,86,moins de 12 heures,80,Chambre privée,2,5,1.1,3,Host_29386,2018,False,True,https://www.airbnb.fr/rooms/avignon_000441,detailed_ratings,2024-04-19,10,5,45,6,94
avignon_000442,Avignon,Authentique appartement à Avignon,44.044318,4.723495,44,4.48,10,4.5,4.46,4.68,4.24,4.75,4.71,4.37,89,quelques heures,94,Logement entier,5,5,2.6,4,Host_68681,2019,True,True,https://www.airbnb.fr/rooms/avignon_000442,detailed_ratings,2023-01-01,27,26,73,6,212
avignon_000443,Avignon,Lumineux duplex proche gare,44.002076,4.840354,61,4.68,181,4.7,4.71,4.93,4.72,4.75,4.59,4.35,98,moins d une heure,82,Logement entier,5,4,1.9,2,Host_17906,2022,True,True,https://www.airbnb.fr/rooms/avignon_000443,detailed_ratings,2023-05-26,20,59,29,3,297
avignon_000444,Avignon,Typique maison à Avignon,43.913301,4.750066,73,4.43,22,4.4,4.55,4.61,4.44,4.77,4.67,4.1,91,moins d une heure,83,Logement entier,2,2,1.4,10,Host_82313,2017,False,False,https://www.airbnb.fr/rooms/avignon_000444,detailed_ratings,2023-02-14,3,38,75,2,195
avignon_000445,Avignon,Chambre confortable proche proche commerces Avignon,43.899264,4.860119,125,4.49,277,4.5,4.4,4.67,4.26,4.73,4.64,4.41,97,quelques heures,86,Chambre privée,5,1,1.1,7,Host_15278,2021,True,True,https://www.airbnb.fr/rooms/avignon_000445,detailed_ratings,2023-09-20,13,23,83,4,115
avignon_000446,Avignon,Hébergement chez l'habitant - Avignon quartier animé,43.988934,4.896077,46,4.56,297,4.6,4.59,4.83,4.54,4.73,4.76,4.48,100,moins d une heure,87,Chambre privée,5,3,1.3,5,Host_2515,2023,False,True,https://www.airbnb.fr/rooms/avignon_000446,detailed_ratings,2022-09-13,11,23,74,3,362
avignon_000447,Avignon,Calme chambre à Avignon,43.919136,4.783877,34,4.65,295,4.6,4.71,4.59,4.43,5.0,4.94,4.62,94,quelques heures,92,Chambre privée,1,1,1.8,3,Host_32015,2019,False,True,https://www.airbnb.fr/rooms/avignon_000447,detailed_ratings,2023-04-01,14,3,38,5,242
avignon_000448,Avignon,Studio entier au cœur de Avignon,43.862407,4.848192,46,4.56,47,4.6,4.72,4.5,4.54,4.81,4.49,4.45,93,quelques heures,87,Logement entier,1,2,1.2,7,Host_53225,2019,False,False,https://www.airbnb.fr/rooms/avignon_000448,detailed_ratings,2022-12-01,22,10,4,5,304
avignon_000449,Avignon,Lumineux chambre à Avignon,43.947698,4.847967,73,4.61,32,4.6,4.75,4.73,4.32,4.81,4.86,4.41,93,moins de 12 heures,96,Chambre privée,1,4,2.7,7,Host_88348,2013,False,True,https://www.airbnb.fr/rooms/avignon_000449,detailed_ratings,2024-10-15,15,58,8,5,134
avignon_000450,Avignon,Typique duplex quartier animé,44.045801,4.744359,139,4.68,48,4.7,4.75,4.83,4.59,4.87,4.58,4.73,95,quelques heures,94,Logement entier,2,2,1.9,4,Host_15830,2021,False,True,https://www.airbnb.fr/rooms/avignon_000450,detailed_ratings,2022-04-03,26,18,6,4,221
avignon_000451,Avignon,Duplex entier au cœur de Avignon,43.939008,4.721027,104,4.49,206,4.5,4.44,4.53,4.19,4.78,4.65,4.51,93,moins de 12 heures,83,Logement entier,2,5,1.3,5,Host_80004,2016,True,True,https://www.airbnb.fr/rooms/avignon_000451,detailed_ratings,2022-12-18,4,37,24,6,137
avignon_000452,Avignon,Spacieux chambre à Avignon,43.988364,4.818328,155,4.43,296,4.4,4.44,4.62,4.26,4.8,4.63,4.51,92,moins d une heure,81,Chambre privée,2,6,3.0,9,Host_50472,2022,False,True,https://www.airbnb.fr/rooms/avignon_000452,detailed_ratings,2024-03-09,22,7,67,3,348
avignon_000453,Avignon,Spacieux maison à Avignon,43.932198,4.815802,49,4.4,32,4.4,4.46,4.38,4.46,4.52,4.48,4.09,93,quelques heures,97,Logement entier,4,6,2.6,8,Host_23799,2019,False,True,https://www.airbnb.fr/rooms/avignon_000453,detailed_ratings,2023-08-15,15,35,71,5,304
avignon_000454,Avignon,Typique studio proche gare,43.960422,4.838827,52,4.37,266,4.4,4.46,4.39,4.3,4.66,4.46,4.4,91,quelques heures,99,Logement entier,4,6,2.6,3,Host_7077,2013,True,True,https://www.airbnb.fr/rooms/avignon_000454,detailed_ratings,2023-03-02,25,37,25,5,207
avignon_000455,Avignon,Superbe maison à Avignon,43.892879,4.866388,100,4.63,95,4.6,4.8,4.83,4.72,5.0,4.55,4.67,89,quelques heures,92,Logement entier,4,2,1.3,7,Host_7506,2013,True,True,https://www.airbnb.fr/rooms/avignon_000455,detailed_ratings,2022-08-05,13,44,48,3,272
avignon_000456,Avignon,Hébergement entier - Avignon proche monuments,44.020169,4.714471,116,4.45,212,4.5,4.53,4.48,4.54,4.77,4.36,4.28,95,moins d une heure,97,Logement entier,4,2,1.8,3,Host_39118,2013,True,True,https://www.airbnb.fr/rooms/avignon_000456,detailed_ratings,2023-05-08,12,50,74,2,208
avignon_000457,Avignon,Cosy loft quartier animé,43.889327,4.755045,91,4.56,179,4.6,4.7,4.7,4.53,4.96,4.51,4.27,88,moins de 12 heures,81,Logement entier,1,6,2.3,9,Host_71904,2013,False,True,https://www.airbnb.fr/rooms/avignon_000457,detailed_ratings,2022-10-12,8,22,87,2,83
avignon_000458,Avignon,Lumineux maison à Avignon,43.955183,4.813231,125,4.37,164,4.4,4.54,4.42,4.17,4.66,4.44,4.28,97,moins de 12 heures,99,Logement entier,5,5,1.7,6,Host_67566,2022,False,True,https://www.airbnb.fr/rooms/avignon_000458,detailed_ratings,2024-10-20,21,50,67,7,114
avignon_000459,Avignon,Hébergement chez l'habitant - Avignon proche gare,43.995644,4.706266,123,4.36,73,4.4,4.56,4.44,4.15,4.72,4.42,4.04,87,moins d une heure,90,Chambre privée,1,4,2.4,9,Host_32433,2019,True,True,https://www.airbnb.fr/rooms/avignon_000459,detailed_ratings,2024-07-11,7,39,79,7,232
avignon_000460,Avignon,Hébergement chez l'habitant - Avignon quartier animé,43.981568,4.836982,46,4.69,137,4.7,4.62,4.96,4.51,4.97,4.66,4.59,85,moins de 12 heures,90,Chambre privée,5,1,2.3,8,Host_81532,2019,True,True,https://www.airbnb.fr/rooms/avignon_000460,detailed_ratings,2024-04-04,0,7,40,2,312
avignon_000461,Avignon,Authentique appartement quartier animé,43.851875,4.739699,107,4.48,243,4.5,4.47,4.58,4.36,4.54,4.58,4.34,87,moins d une heure,92,Logement entier,3,4,2.4,4,Host_16424,2023,False,True,https://www.airbnb.fr/rooms/avignon_000461,detailed_ratings,2024-12-14,29,43,6,4,86
avignon_000462,Avignon,Superbe chambre à Avignon,43.860466,4.899959,66,4.66,23,4.7,4.7,4.85,4.83,4.71,4.76,4.76,93,moins d une heure,95,Chambre privée,4,2,2.9,8,Host_4285,2013,True,True,https://www.airbnb.fr/rooms/avignon_000462,detailed_ratings,2023-11-18,1,31,30,2,286
avignon_000463,Avignon,Typique chambre à Avignon,44.04255,4.843905,136,4.41,96,4.4,4.37,4.59,4.43,4.67,4.41,4.27,95,quelques heures,90,Chambre partagée,1,2,1.3,4,Host_18276,2016,False,True,https://www.airbnb.fr/rooms/avignon_000463,detailed_ratings,2024-08-21,19,33,88,5,120
avignon_000464,Avignon,Superbe chambre à Avignon,43.869597,4.724296,66,4.36,229,4.4,4.54,4.56,4.1,4.63,4.54,4.3,92,quelques heures,88,Chambre privée,1,2,2.2,6,Host_19702,2019,True,True,https://www.airbnb.fr/rooms/avignon_000464,detailed_ratings,2022-03-09,11,23,60,3,356
avignon_000465,Avignon,Maison entier au cœur de Avignon,44.030247,4.724548,38,4.67,297,4.7,4.6,4.95,4.65,4.91,4.58,4.61,91,moins d une heure,93,Logement entier,4,1,2.4,9,Host_62421,2018,False,True,https://www.airbnb.fr/rooms/avignon_000465,detailed_ratings,2022-01-02,17,36,70,7,261
avignon_000466,Avignon,Magnifique chambre à Avignon,43.888998,4.720466,48,4.51,86,4.5,4.6,4.42,4.26,4.72,4.52,4.34,87,moins d une heure,80,Chambre privée,1,1,1.2,4,Host_92341,2021,True,True,https://www.airbnb.fr/rooms/avignon_000466,detailed_ratings,2023-07-14,27,19,79,3,360
avignon_000467,Avignon,Lumineux maison à Avignon,43.958654,4.818535,63,4.43,63,4.4,4.41,4.52,4.22,4.83,4.6,4.39,86,moins de 12 heures,100,Logement entier,3,5,2.0,4,Host_3358,2021,False,True,https://www.airbnb.fr/rooms/avignon_000467,detailed_ratings,2023-11-12,4,24,20,3,63
avignon_000468,Avignon,Typique chambre à Avignon,43.856157,4.781955,101,4.5,58,4.5,4.41,4.61,4.21,4.66,4.77,4.58,88,moins d une heure,88,Chambre privée,5,4,2.3,7,Host_59073,2021,True,True,https://www.airbnb.fr/rooms/avignon_000468,detailed_ratings,2022-06-16,14,29,70,1,102
avignon_000469,Avignon,Spacieux chambre à Avignon,43.916473,4.899469,156,4.58,170,4.6,4.49,4.59,4.65,4.67,4.83,4.53,88,quelques heures,87,Chambre privée,4,5,2.1,7,Host_57237,2021,False,False,https://www.airbnb.fr/rooms/avignon_000469,detailed_ratings,2024-08-22,2,37,12,3,204
avignon_000470,Avignon,Pied-à-terre entier au cœur de Avignon,43.918385,4.788531,141,4.55,94,4.6,4.67,4.56,4.74,4.91,4.46,4.38,88,quelques heures,91,Logement entier,5,6,2.3,4,Host_40666,2016,False,True,https://www.airbnb.fr/rooms/avignon_000470,detailed_ratings,2024-06-14,15,53,67,1,268
avignon_000471,Avignon,Moderne chambre à Avignon,43.949233,4.777142,154,4.45,218,4.4,4.39,4.59,4.41,4.73,4.66,4.36,97,moins de 12 heures,89,Chambre privée,4,4,1.6,9,Host_36067,2016,True,False,https://www.airbnb.fr/rooms/avignon_000471,detailed_ratings,2023-04-22,19,24,76,2,261
avignon_000472,Avignon,Spacieux chambre à Avignon,43.87433,4.730941,45,4.56,63,4.6,4.62,4.62,4.45,4.86,4.63,4.56,99,moins de 12 heures,97,Chambre partagée,2,1,2.5,4,Host_66118,2020,False,True,https://www.airbnb.fr/rooms/avignon_000472,detailed_ratings,2023-04-24,13,27,16,6,183
avignon_000473,Avignon,Authentique appartement à Avignon,43.850756,4.783799,52,4.7,162,4.7,4.68,4.7,4.42,4.77,4.65,4.31,100,quelques heures,84,Logement entier,1,5,2.7,6,Host_82934,2020,False,True,https://www.airbnb.fr/rooms/avignon_000473,detailed_ratings,2024-04-20,26,46,9,3,35
avignon_000474,Avignon,Chambre confortable proche centre-ville Avignon,44.017793,4.833911,112,4.52,112,4.5,4.51,4.66,4.62,4.73,4.56,4.59,97,moins de 12 heures,96,Chambre privée,2,3,1.1,10,Host_59605,2019,False,False,https://www.airbnb.fr/rooms/avignon_000474,detailed_ratings,2022-07-15,30,6,87,6,167
avignon_000475,Avignon,Calme chambre à Avignon,43.949717,4.830088,44,4.75,69,4.7,4.69,4.97,4.57,5.0,4.68,4.5,99,moins de 12 heures,80,Chambre partagée,4,6,2.0,6,Host_2417,2016,False,True,https://www.airbnb.fr/rooms/avignon_000475,detailed_ratings,2024-01-19,7,2,52,7,66
avignon_000476,Avignon,Calme appartement à Avignon,43.900278,4.787327,59,4.56,266,4.6,4.64,4.77,4.62,4.58,4.62,4.63,97,moins de 12 heures,100,Logement entier,2,5,1.7,5,Host_66042,2022,False,True,https://www.airbnb.fr/rooms/avignon_000476,detailed_ratings,2024-09-16,7,57,24,2,350
avignon_000477,Avignon,Magnifique chambre à Avignon,44.001456,4.801003,83,4.65,54,4.6,4.77,4.6,4.78,4.94,4.87,4.41,89,quelques heures,88,Chambre privée,4,3,2.2,3,Host_40575,2016,True,False,https://www.airbnb.fr/rooms/avignon_000477,detailed_ratings,2024-07-05,2,50,26,5,258
avignon_000478,Avignon,Hébergement chez l'habitant - Avignon quartier animé,43.860813,4.850774,36,4.37,67,4.4,4.37,4.58,4.55,4.74,4.65,4.34,91,moins de 12 heures,99,Chambre privée,1,4,1.5,2,Host_77813,2014,False,True,https://www.airbnb.fr/rooms/avignon_000478,detailed_ratings,2024-01-18,4,30,40,7,238
avignon_000479,Avignon,Hébergement entier - Avignon quartier animé,43.881923,4.797987,47,4.45,227,4.4,4.51,4.69,4.58,4.49,4.58,4.5,85,moins d une heure,93,Logement entier,4,6,2.1,4,Host_36432,2015,True,True,https://www.airbnb.fr/rooms/avignon_000479,detailed_ratings,2023-12-20,13,60,7,7,105
avignon_000480,Avignon,Authentique chambre à Avignon,43.989247,4.805326,85,4.47,182,4.5,4.51,4.44,4.43,4.75,4.48,4.13,89,moins d une heure,97,Chambre privée,2,3,1.1,5,Host_50133,2023,False,False,https://www.airbnb.fr/rooms/avignon_000480,detailed_ratings,2023-01-13,25,25,87,4,134
avignon_000481,Avignon,Authentique duplex proche gare,43.890906,4.783514,74,4.49,15,4.5,4.61,4.55,4.61,4.88,4.44,4.28,91,moins de 12 heures,81,Logement entier,3,4,3.0,4,Host_41539,2021,False,True,https://www.airbnb.fr/rooms/avignon_000481,detailed_ratings,2023-10-27,16,42,66,1,43
avignon_000482,Avignon,Chambre confortable proche zone calme Avignon,43.946085,4.770438,48,4.4,294,4.4,4.36,4.67,4.29,4.43,4.5,4.25,92,moins de 12 heures,87,Chambre privée,5,3,1.9,6,Host_77844,2012,True,False,https://www.airbnb.fr/rooms/avignon_000482,detailed_ratings,2022-03-12,18,26,19,1,150
avignon_000483,Avignon,Superbe maison à Avignon,43.997178,4.722473,116,4.49,102,4.5,4.43,4.55,4.29,4.79,4.52,4.46,89,quelques heures,84,Logement entier,3,2,2.9,8,Host_53224,2016,True,True,https://www.airbnb.fr/rooms/avignon_000483,detailed_ratings,2022-04-19,28,34,30,5,233
avignon_000484,Avignon,Chambre confortable proche zone calme Avignon,43.865011,4.728583,92,4.64,134,4.6,4.62,4.78,4.77,4.65,4.81,4.28,92,moins d une heure,84,Chambre privée,1,6,2.8,2,Host_9884,2023,False,True,https://www.airbnb.fr/rooms/avignon_000484,detailed_ratings,2024-05-21,9,41,61,1,329
avignon_000485,Avignon,Pied-à-terre entier au cœur de Avignon,43.985395,4.850731,88,4.51,55,4.5,4.49,4.65,4.32,4.72,4.75,4.42,99,moins d une heure,92,Logement entier,5,5,2.8,10,Host_7661,2019,False,True,https://www.airbnb.fr/rooms/avignon_000485,detailed_ratings,2023-04-18,0,26,3,7,62
avignon_000486,Avignon,Hébergement chez l'habitant - Avignon proche commerces,43.928678,4.791738,56,4.56,291,4.6,4.47,4.59,4.72,4.6,4.63,4.18,99,moins d une heure,96,Chambre privée,2,5,1.8,6,Host_96275,2015,False,True,https://www.airbnb.fr/rooms/avignon_000486,detailed_ratings,2023-10-15,15,19,44,2,196
avignon_000487,Avignon,Calme loft centre-ville,43.920585,4.769941,33,4.6,208,4.6,4.67,4.61,4.32,4.61,4.7,4.58,87,quelques heures,90,Logement entier,1,3,1.2,3,Host_16350,2019,True,False,https://www.airbnb.fr/rooms/avignon_000487,detailed_ratings,2024-12-01,22,39,1,6,172
avignon_000488,Avignon,Chambre confortable proche zone calme Avignon,43.941914,4.868056,71,4.43,151,4.4,4.49,4.58,4.45,4.61,4.52,4.49,97,moins de 12 heures,90,Chambre privée,2,2,2.1,7,Host_13633,2023,False,True,https://www.airbnb.fr/rooms/avignon_000488,detailed_ratings,2024-09-03,18,19,82,4,117
avignon_000489,Avignon,Hébergement chez l'habitant - Avignon quartier historique,43.880917,4.768918,32,4.46,27,4.5,4.56,4.76,4.64,4.66,4.75,4.51,97,quelques heures,80,Chambre privée,3,4,1.4,2,Host_96589,2014,False,False,https://www.airbnb.fr/rooms/avignon_000489,detailed_ratings,2023-03-19,19,43,33,3,271
avignon_000490,Avignon,Duplex entier au cœur de Avignon,43.879564,4.770815,44,4.62,216,4.6,4.74,4.83,4.4,4.78,4.71,4.39,87,moins d une heure,98,Logement entier,4,4,1.0,6,Host_98549,2017,True,True,https://www.airbnb.fr/rooms/avignon_000490,detailed_ratings,2022-03-28,25,13,51,1,251
avignon_000491,Avignon,Chambre confortable proche zone calme Avignon,43.887713,4.774921,116,4.74,241,4.7,4.78,4.88,4.7,5.0,4.79,4.49,94,moins d une heure,83,Chambre privée,5,2,2.5,10,Host_66374,2023,True,True,https://www.airbnb.fr/rooms/avignon_000491,detailed_ratings,2024-06-22,28,20,7,7,333
avignon_000492,Avignon,Loft entier au cœur de Avignon,43.87154,4.861357,103,4.5,81,4.5,4.51,4.66,4.57,4.89,4.41,4.53,96,quelques heures,99,Logement entier,1,4,1.6,9,Host_80722,2018,False,True,https://www.airbnb.fr/rooms/avignon_000492,detailed_ratings,2024-01-06,14,40,35,6,349
avignon_000493,Avignon,Pied-à-terre entier au cœur de Avignon,43.873568,4.847856,98,4.58,110,4.6,4.68,4.86,4.43,4.68,4.53,4.6,94,quelques heures,83,Logement entier,1,5,2.6,2,Host_6272,2019,True,True,https://www.airbnb.fr/rooms/avignon_000493,detailed_ratings,2023-03-23,24,8,80,6,281
avignon_000494,Avignon,Spacieux appartement à Avignon,43.974221,4.827847,150,4.64,156,4.6,4.72,4.54,4.45,4.99,4.6,4.48,99,moins d une heure,96,Logement entier,3,4,2.4,3,Host_19393,2021,False,True,https://www.airbnb.fr/rooms/avignon_000494,detailed_ratings,2024-04-12,20,8,89,2,63
avignon_000495,Avignon,Chambre confortable proche centre-ville Avignon,44.004085,4.766816,107,4.69,223,4.7,4.85,4.97,4.47,4.82,4.69,4.49,85,moins de 12 heures,95,Chambre privée,4,1,2.8,10,Host_42316,2015,False,True,https://www.airbnb.fr/rooms/avignon_000495,detailed_ratings,2023-03-20,11,32,42,1,245
avignon_000496,Avignon,Lumineux maison à Avignon,43.926816,4.714257,50,4.6,45,4.6,4.71,4.6,4.7,4.63,4.68,4.3,88,moins de 12 heures,88,Logement entier,1,3,1.3,3,Host_22556,2023,True,True,https://www.airbnb.fr/rooms/avignon_000496,detailed_ratings,2023-06-08,18,0,31,1,106
avignon_000497,Avignon,Hébergement chez l'habitant - Avignon centre-ville,43.890941,4.813244,79,4.69,187,4.7,4.64,4.75,4.54,4.98,4.74,4.67,89,quelques heures,95,Chambre privée,4,1,2.5,7,Host_75744,2017,False,False,https://www.airbnb.fr/rooms/avignon_000497,detailed_ratings,2022-11-24,10,43,30,7,202
avignon_000498,Avignon,Superbe chambre à Avignon,43.905541,4.773219,84,4.58,222,4.6,4.74,4.51,4.58,4.93,4.55,4.64,98,moins de 12 heures,83,Chambre privée,5,2,1.8,10,Host_73482,2016,False,True,https://www.airbnb.fr/rooms/avignon_000498,detailed_ratings,2022-11-12,3,12,15,5,77
avignon_000499,Avignon,Cosy duplex à Avignon,43.984337,4.777968,135,4.54,178,4.5,4.61,4.68,4.25,4.78,4.62,4.23,95,quelques heures,80,Logement entier,5,5,1.4,4,Host_24965,2012,False,True,https://www.airbnb.fr/rooms/avignon_000499,detailed_ratings,2022-07-21,9,41,8,7,82
avignon_000500,Avignon,Hébergement entier - Avignon quartier animé,44.02808,4.790278,59,4.4,101,4.4,4.41,4.35,4.26,4.65,4.48,4.05,92,moins d une heure,88,Logement entier,4,6,1.2,7,Host_11278,2022,False,True,https://www.airbnb.fr/rooms/avignon_000500,detailed_ratings,2023-04-18,23,52,13,6,329
avignon_000501,Avignon,Moderne chambre à Avignon,44.023947,4.864834,118,4.41,215,4.4,4.5,4.35,4.25,4.68,4.47,4.06,85,moins d une heure,91,Chambre privée,3,5,1.4,6,Host_5949,2014,False,True,https://www.airbnb.fr/rooms/avignon_000501,detailed_ratings,2022-08-28,19,6,32,5,358
avignon_000502,Avignon,Calme appartement proche monuments,43.935669,4.730633,107,4.66,232,4.7,4.73,4.81,4.69,4.79,4.78,4.55,88,moins de 12 heures,92,Logement entier,1,3,1.1,10,Host_96510,2013,False,True,https://www.airbnb.fr/rooms/avignon_000502,detailed_ratings,2023-02-24,21,1,61,5,348
avignon_000503,Avignon,Appartement entier au cœur de Avignon,43.931923,4.891678,39,4.39,261,4.4,4.38,4.68,4.43,4.68,4.32,4.16,85,quelques heures,85,Logement entier,4,3,3.0,8,Host_27360,2018,False,True,https://www.airbnb.fr/rooms/avignon_000503,detailed_ratings,2022-10-15,24,24,51,3,341
avignon_000504,Avignon,Chambre confortable proche zone calme Avignon,43.895187,4.7449,146,4.5,123,4.5,4.59,4.68,4.48,4.67,4.78,4.55,92,moins de 12 heures,92,Chambre partagée,1,5,2.4,10,Host_92887,2016,False,True,https://www.airbnb.fr/rooms/avignon_000504,detailed_ratings,2022-03-21,1,25,57,4,175
avignon_000505,Avignon,Calme pied-à-terre à Avignon,43.953934,4.892647,154,4.68,232,4.7,4.76,4.97,4.47,5.0,4.83,4.42,98,moins d une heure,91,Logement entier,4,3,2.2,6,Host_77505,2014,False,True,https://www.airbnb.fr/rooms/avignon_000505,detailed_ratings,2023-03-19,2,50,69,4,38
avignon_000506,Avignon,Calme studio à Avignon,43.860475,4.803506,84,4.58,237,4.6,4.62,4.83,4.68,4.61,4.59,4.56,93,quelques heures,86,Logement entier,5,5,1.6,3,Host_9225,2023,False,True,https://www.airbnb.fr/rooms/avignon_000506,detailed_ratings,2024-03-19,28,9,8,7,54
avignon_000507,Avignon,Maison entier au cœur de Avignon,43.84962,4.864642,115,4.75,227,4.7,4.68,4.91,4.82,5.0,4.74,4.43,98,moins de 12 heures,98,Logement entier,2,1,2.5,9,Host_7056,2016,True,True,https://www.airbnb.fr/rooms/avignon_000507,detailed_ratings,2022-01-16,28,56,8,6,65
avignon_000508,Avignon,Hébergement entier - Avignon proche monuments,44.027657,4.774161,74,4.61,149,4.6,4.74,4.62,4.81,4.73,4.81,4.27,91,quelques heures,92,Logement entier,4,1,2.4,5,Host_65688,2020,False,True,https://www.airbnb.fr/rooms/avignon_000508,detailed_ratings,2022-08-12,4,15,23,4,141
avignon_000509,Avignon,Cosy loft à Avignon,43.856661,4.708426,159,4.36,73,4.4,4.34,4.45,4.18,4.5,4.51,4.32,93,moins de 12 heures,87,Logement entier,4,2,1.5,9,Host_90806,2018,False,True,https://www.airbnb.fr/rooms/avignon_000509,detailed_ratings,2023-02-09,0,11,89,4,100
avignon_000510,Avignon,Magnifique studio à Avignon,43.955993,4.86556,128,4.65,131,4.6,4.66,4.75,4.76,4.98,4.92,4.72,91,quelques heures,99,Logement entier,5,2,2.7,8,Host_18982,2018,False,True,https://www.airbnb.fr/rooms/avignon_000510,detailed_ratings,2022-06-25,16,34,29,4,44
avignon_000511,Avignon,Chambre confortable proche proche commerces Avignon,43.883244,4.736965,140,4.38,292,4.4,4.49,4.52,4.37,4.76,4.44,4.14,93,moins de 12 heures,93,Chambre privée,4,4,2.4,3,Host_83234,2017,False,True,https://www.airbnb.fr/rooms/avignon_000511,detailed_ratings,2022-08-11,28,52,16,6,251
avignon_000512,Avignon,Hébergement entier - Avignon proche commerces,44.023063,4.891726,79,4.53,208,4.5,4.55,4.44,4.54,4.55,4.53,4.28,92,moins d une heure,95,Logement entier,1,3,2.4,2,Host_63060,2022,True,True,https://www.airbnb.fr/rooms/avignon_000512,detailed_ratings,2024-10-03,14,2,10,5,162
avignon_000513,Avignon,Calme duplex quartier historique,44.01844,4.882365,37,4.5,95,4.5,4.41,4.47,4.43,4.56,4.7,4.4,100,moins d une heure,88,Logement entier,1,5,3.0,4,Host_83452,2021,False,True,https://www.airbnb.fr/rooms/avignon_000513,detailed_ratings,2023-11-12,10,59,52,2,64
avignon_000514,Avignon,Studio entier au cœur de Avignon,43.987251,4.878488,96,4.75,163,4.7,4.76,4.92,4.77,4.89,4.79,4.45,88,quelques heures,92,Logement entier,2,3,2.0,5,Host_91996,2018,True,False,https://www.airbnb.fr/rooms/avignon_000514,detailed_ratings,2024-05-18,1,32,90,7,307
avignon_000515,Avignon,Cosy appartement à Avignon,43.863336,4.819068,134,4.47,51,4.5,4.4,4.7,4.38,4.54,4.41,4.37,91,moins d une heure,88,Logement entier,2,5,2.6,2,Host_86487,2018,False,True,https://www.airbnb.fr/rooms/avignon_000515,detailed_ratings,2022-08-09,18,38,32,2,342
avignon_000516,Avignon,Magnifique studio à Avignon,43.996413,4.819238,90,4.45,267,4.5,4.45,4.64,4.3,4.49,4.43,4.43,89,quelques heures,94,Logement entier,3,2,1.6,4,Host_13843,2013,False,True,https://www.airbnb.fr/rooms/avignon_000516,detailed_ratings,2024-04-03,9,0,89,2,114
avignon_000517,Avignon,Spacieux appartement à Avignon,43.917935,4.901807,151,4.64,78,4.6,4.77,4.58,4.56,4.9,4.7,4.68,98,quelques heures,99,Logement entier,5,3,2.4,7,Host_28270,2015,True,True,https://www.airbnb.fr/rooms/avignon_000517,detailed_ratings,2024-02-11,14,53,8,4,167
avignon_000518,Avignon,Lumineux maison quartier animé,43.93604,4.887814,118,4.48,114,4.5,4.48,4.63,4.21,4.6,4.56,4.34,85,quelques heures,90,Logement entier,5,3,2.8,9,Host_37869,2016,True,True,https://www.airbnb.fr/rooms/avignon_000518,detailed_ratings,2023-11-11,4,60,55,2,275
avignon_000519,Avignon,Hébergement entier - Avignon proche gare,43.997754,4.851261,124,4.45,154,4.5,4.55,4.4,4.22,4.77,4.7,4.17,99,moins de 12 heures,95,Logement entier,2,4,2.2,9,Host_23827,2019,False,True,https://www.airbnb.fr/rooms/avignon_000519,detailed_ratings,2023-11-18,6,1,65,2,50
avignon_000520,Avignon,Moderne pied-à-terre quartier animé,44.042369,4.815904,153,4.67,238,4.7,4.78,4.65,4.87,5.0,4.6,4.62,85,moins de 12 heures,93,Logement entier,1,4,2.3,2,Host_84470,2021,False,True,https://www.airbnb.fr/rooms/avignon_000520,detailed_ratings,2023-03-11,29,6,70,2,140
avignon_000521,Avignon,Authentique duplex proche gare,43.942422,4.866291,94,4.53,294,4.5,4.68,4.47,4.45,4.84,4.68,4.5,96,moins de 12 heures,89,Logement entier,4,2,1.8,5,Host_41760,2022,False,True,https://www.airbnb.fr/rooms/avignon_000521,detailed_ratings,2023-05-05,23,46,56,3,97
avignon_000522,Avignon,Loft entier au cœur de Avignon,43.990279,4.825823,71,4.73,271,4.7,4.78,4.92,4.57,4.93,4.82,4.72,100,moins de 12 heures,82,Logement entier,3,6,1.6,10,Host_94274,2012,False,True,https://www.airbnb.fr/rooms/avignon_000522,detailed_ratings,2022-09-18,10,10,5,7,107
